                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.32364,                0.24302,                0.82581,                0.86506,                0.84123,                0.90277,                0.75719,                0.64204,                0.47851,                 1.0071,              0.0061142,              0.0061142,              0.0061142
                    159,                0.32606,                0.24134,                0.82212,                0.88856,                0.83136,                0.90847,                0.76511,                0.62509,                0.47975,                0.98459,              0.0060895,              0.0060895,              0.0060895
                    160,                0.32043,                0.24009,                0.82319,                0.86638,                 0.8673,                0.91932,                0.76685,                0.64001,                0.43483,                 1.0108,              0.0060647,              0.0060647,              0.0060647
                    161,                0.32424,                0.24156,                 0.8303,                0.85801,                0.88863,                 0.9166,                 0.7711,                0.63865,                0.44803,                 1.0136,                0.00604,                0.00604,                0.00604
                    162,                0.32719,                0.24697,                0.82755,                 0.8749,                0.85308,                 0.9083,                0.76643,                0.65278,                0.46677,                 1.0179,              0.0060152,              0.0060152,              0.0060152
                    163,                 0.3322,                0.24811,                0.82671,                0.89974,                 0.8506,                0.91196,                0.75286,                0.64294,                0.45625,                 1.0032,              0.0059905,              0.0059905,              0.0059905
                    164,                0.31698,                0.23873,                 0.8228,                0.84695,                0.90485,                0.91323,                0.74684,                0.64002,                0.45378,                  1.004,              0.0059658,              0.0059658,              0.0059658
                    165,                0.32364,                  0.244,                0.82367,                0.84989,                0.88547,                0.90898,                0.74966,                0.63523,                0.45836,                 1.0052,               0.005941,               0.005941,               0.005941
                    166,                0.32504,                0.24455,                 0.8277,                0.88703,                0.84123,                0.89136,                0.74187,                0.63633,                0.46058,                 1.0016,              0.0059163,              0.0059163,              0.0059163
                    167,                 0.3271,                0.24685,                0.81776,                0.86783,                0.87135,                0.90658,                 0.7413,                0.63184,                0.43655,                0.99482,              0.0058915,              0.0058915,              0.0058915
                    168,                0.32389,                0.23816,                0.82296,                0.89572,                0.85489,                0.92238,                0.77367,                0.62535,                0.43406,                0.99071,              0.0058668,              0.0058668,              0.0058668
                    169,                0.31418,                0.24087,                0.82386,                0.87647,                0.88389,                0.92013,                0.77865,                0.64179,                0.44921,                 1.0069,               0.005842,               0.005842,               0.005842
                    170,                0.31923,                0.24147,                0.82189,                0.87519,                0.88068,                0.91754,                0.77387,                0.64387,                0.45931,                 1.0107,              0.0058173,              0.0058173,              0.0058173
                    171,                0.32344,                0.24269,                0.83021,                0.87797,                0.86954,                0.91299,                0.76726,                0.65229,                0.46834,                 1.0267,              0.0057925,              0.0057925,              0.0057925
                    172,                0.32385,                0.24655,                 0.8249,                 0.8968,                 0.8649,                0.92153,                0.77103,                0.64859,                  0.464,                   1.02,              0.0057678,              0.0057678,              0.0057678
                    173,                 0.3011,                0.22939,                 0.8224,                0.88043,                0.85782,                0.90506,                0.76043,                0.63396,                0.48306,                 1.0071,               0.005743,               0.005743,               0.005743
                    174,                0.32559,                0.24628,                0.83192,                0.88612,                0.86019,                0.90063,                0.75683,                0.63726,                0.46163,                 1.0149,              0.0057183,              0.0057183,              0.0057183
                    175,                0.31223,                0.23157,                0.82117,                0.88052,                0.85569,                0.90545,                0.76532,                0.63288,                0.46274,                  1.013,              0.0056935,              0.0056935,              0.0056935
                    176,                0.31211,                0.23966,                0.82387,                0.89056,                0.84843,                0.90966,                0.76531,                0.64105,                0.46636,                 1.0163,              0.0056688,              0.0056688,              0.0056688
                    177,                0.31252,                0.23373,                0.82443,                0.86986,                0.85308,                0.90508,                0.76739,                0.64214,                0.44513,                 1.0071,               0.005644,               0.005644,               0.005644
                    178,                0.30719,                 0.2307,                0.82058,                0.89486,                0.85545,                0.90512,                0.76941,                0.61341,                0.46666,                0.99459,              0.0056193,              0.0056193,              0.0056193
                    179,                0.30695,                0.22898,                0.81792,                0.87047,                0.87441,                0.91547,                0.77023,                0.62074,                 0.4517,                0.99486,              0.0055945,              0.0055945,              0.0055945
                    180,                0.29988,                0.22599,                0.82004,                0.85287,                0.89289,                0.91298,                0.77506,                0.63381,                0.46595,                 1.0113,              0.0055698,              0.0055698,              0.0055698
                    181,                0.31682,                0.23575,                0.82474,                0.86706,                0.88093,                0.91452,                0.77744,                0.62991,                0.46438,                 0.9983,               0.005545,               0.005545,               0.005545
                    182,                0.29628,                0.22714,                0.82585,                0.86275,                0.89573,                0.91833,                0.77892,                0.63231,                 0.4611,                 1.0077,              0.0055202,              0.0055202,              0.0055202
                    183,                0.30288,                0.22977,                 0.8196,                0.87132,                0.89859,                0.91981,                0.77633,                0.63346,                0.46974,                 1.0067,              0.0054955,              0.0054955,              0.0054955
                    184,                0.29819,                0.23027,                0.82466,                 0.8846,                 0.8719,                0.91788,                 0.7795,                 0.6411,                0.46881,                 1.0195,              0.0054707,              0.0054707,              0.0054707
                    185,                0.30177,                0.23203,                0.81964,                0.89483,                0.87678,                0.91966,                0.78301,                0.63164,                0.44189,                 1.0077,               0.005446,               0.005446,               0.005446
                    186,                0.30968,                0.23399,                0.82076,                0.89018,                0.84518,                0.90736,                0.77971,                0.61165,                0.46072,                0.99318,              0.0054212,              0.0054212,              0.0054212
                    187,                0.30617,                0.23527,                0.82469,                0.89562,                0.87433,                0.92047,                0.77405,                0.64639,                0.46059,                 1.0267,              0.0053965,              0.0053965,              0.0053965
                    188,                0.29866,                0.22716,                0.82096,                0.87901,                0.87441,                0.91669,                0.76576,                 0.6407,                0.48034,                 1.0241,              0.0053717,              0.0053717,              0.0053717
                    189,                0.30305,                0.23255,                0.82198,                0.86638,                 0.8981,                0.90758,                0.75187,                0.64305,                0.49874,                 1.0196,               0.005347,               0.005347,               0.005347
                    190,                0.30249,                0.23134,                 0.8197,                0.87638,                0.89033,                0.92305,                0.77638,                0.62935,                 0.4788,                 1.0063,              0.0053223,              0.0053223,              0.0053223
                    191,                0.29981,                0.22664,                0.81382,                0.86821,                0.87678,                0.91474,                0.77984,                0.62438,                0.46985,                 1.0027,              0.0052975,              0.0052975,              0.0052975
                    192,                0.30831,                0.23389,                0.81772,                0.87506,                0.86305,                0.90267,                0.76692,                0.62858,                0.46802,                 1.0037,              0.0052727,              0.0052727,              0.0052727
                    193,                0.29257,                0.22608,                0.81656,                0.87892,                0.85308,                0.90248,                0.75883,                0.65125,                0.46789,                 1.0307,               0.005248,               0.005248,               0.005248
                    194,                0.30324,                 0.2243,                0.81766,                0.89826,                0.82227,                0.90778,                 0.7619,                0.65929,                0.47387,                 1.0287,              0.0052233,              0.0052233,              0.0052233
                    195,                0.30499,                0.22487,                0.81886,                0.84836,                0.87441,                0.91228,                0.76928,                 0.6489,                0.49047,                 1.0162,              0.0051985,              0.0051985,              0.0051985
                    196,                0.30336,                0.22706,                0.81955,                0.86024,                0.87204,                 0.9001,                0.75437,                0.64577,                0.50175,                 1.0154,              0.0051737,              0.0051737,              0.0051737
                    197,                0.28111,                0.21864,                0.81912,                0.86823,                0.89001,                 0.9165,                0.75594,                 0.6431,                0.45023,                 1.0097,               0.005149,               0.005149,               0.005149
                    198,                0.29167,                0.21676,                0.81312,                0.87306,                0.88008,                0.91639,                0.76822,                 0.6496,                0.45754,                 1.0196,              0.0051243,              0.0051243,              0.0051243
                    199,                0.29254,                0.22074,                0.81999,                0.86576,                0.88639,                 0.9228,                0.77284,                0.65289,                0.43942,                 1.0275,              0.0050995,              0.0050995,              0.0050995
                    200,                0.29772,                0.22764,                0.82372,                0.89322,                0.85239,                0.91341,                0.76618,                0.65049,                0.44829,                 1.0142,              0.0050747,              0.0050747,              0.0050747
                    201,                0.30343,                0.22683,                 0.8252,                0.88992,                0.86207,                0.92157,                0.77755,                0.63797,                0.45151,                 0.9981,                0.00505,                0.00505,                0.00505
                    202,                0.29781,                0.22319,                 0.8195,                0.86354,                0.87204,                0.91919,                0.78127,                0.63467,                0.45939,                0.99591,              0.0050253,              0.0050253,              0.0050253
                    203,                0.29047,                0.22302,                 0.8208,                0.85274,                0.86967,                0.91815,                0.77865,                0.62529,                0.47668,                0.99652,              0.0050005,              0.0050005,              0.0050005
                    204,                0.28781,                0.21904,                0.81376,                0.88214,                0.85137,                0.91277,                0.78191,                0.63345,                0.47796,                 1.0047,              0.0049758,              0.0049758,              0.0049758
                    205,                0.28879,                 0.2219,                0.82542,                0.87821,                0.83886,                0.90882,                0.77439,                0.63795,                0.47542,                 1.0147,               0.004951,               0.004951,               0.004951
                    206,                0.29787,                0.22195,                0.81613,                0.85172,                0.87441,                0.90957,                 0.7732,                0.63648,                0.47506,                  1.023,              0.0049263,              0.0049263,              0.0049263
                    207,                0.30284,                0.23116,                0.82239,                0.84952,                0.88389,                0.90683,                0.76709,                0.64856,                0.45642,                 1.0289,              0.0049015,              0.0049015,              0.0049015
                    208,                0.28879,                0.21996,                0.82068,                0.85237,                0.89336,                 0.9167,                0.77599,                 0.6399,                0.45276,                 1.0139,              0.0048768,              0.0048768,              0.0048768
                    209,                0.29601,                0.22705,                0.82201,                0.88242,                 0.8714,                0.91891,                0.77747,                0.63632,                 0.4505,                 1.0102,               0.004852,               0.004852,               0.004852
                    210,                0.28474,                0.21696,                0.82449,                0.88808,                0.85308,                0.91792,                0.78466,                0.64565,                0.45721,                 1.0128,              0.0048272,              0.0048272,              0.0048272
                    211,                0.29082,                0.22162,                0.81633,                0.88316,                0.87204,                   0.92,                0.77692,                0.64335,                0.44538,                0.99537,              0.0048025,              0.0048025,              0.0048025
                    212,                0.28493,                0.22138,                 0.8138,                0.88095,                0.89336,                0.93468,                0.79037,                0.61103,                 0.4281,                0.98182,              0.0047778,              0.0047778,              0.0047778
                    213,                0.28785,                0.22072,                0.82002,                0.87804,                0.87915,                0.92372,                0.78265,                0.62095,                0.43591,                0.99903,               0.004753,               0.004753,               0.004753
                    214,                0.28651,                0.21362,                0.82319,                0.87802,                0.88696,                0.92592,                0.78377,                 0.6337,                0.41528,                 1.0013,              0.0047283,              0.0047283,              0.0047283
                    215,                0.28833,                0.21582,                0.81565,                0.91121,                0.87547,                0.93422,                0.78432,                0.62819,                0.41405,                0.99396,              0.0047035,              0.0047035,              0.0047035
                    216,                0.28786,                0.21786,                0.81833,                0.88787,                 0.8819,                0.92532,                0.78618,                0.62285,                0.45289,                0.99365,              0.0046788,              0.0046788,              0.0046788
                    217,                0.27865,                0.21202,                0.81669,                0.88644,                0.87441,                0.92466,                0.78555,                0.62941,                0.42268,                 1.0029,               0.004654,               0.004654,               0.004654
                    218,                0.29013,                0.21814,                 0.8222,                0.87492,                0.87441,                0.91814,                0.78169,                0.63273,                 0.4342,                 1.0143,              0.0046293,              0.0046293,              0.0046293
                    219,                0.28567,                  0.215,                0.81533,                0.87507,                0.84597,                0.91939,                0.78353,                0.62535,                0.44194,                0.99626,              0.0046045,              0.0046045,              0.0046045
                    220,                0.27606,                0.21364,                0.81299,                0.87599,                0.88714,                0.93052,                0.79503,                0.62582,                0.42716,                0.99974,              0.0045798,              0.0045798,              0.0045798
                    221,                 0.2752,                0.21166,                0.81551,                0.92303,                0.85308,                0.93085,                0.78675,                0.62999,                 0.4262,                 1.0067,               0.004555,               0.004555,               0.004555
                    222,                0.27292,                0.21316,                0.81518,                 0.8853,                0.86493,                0.92407,                0.77921,                 0.6334,                0.43976,                0.99921,              0.0045303,              0.0045303,              0.0045303
                    223,                0.29017,                0.21873,                0.81674,                0.87411,                0.85562,                0.91073,                0.77213,                0.63681,                0.45581,                 1.0079,              0.0045055,              0.0045055,              0.0045055
                    224,                0.28217,                0.21727,                0.81668,                0.88385,                0.86967,                 0.9189,                0.77101,                 0.6413,                 0.4661,                 1.0027,              0.0044808,              0.0044808,              0.0044808
                    225,                0.27788,                0.21338,                0.81989,                0.87647,                0.87425,                0.92368,                0.78263,                0.63855,                0.45675,                0.99844,               0.004456,               0.004456,               0.004456
                    226,                0.27575,                0.20993,                0.81443,                0.84315,                0.88863,                0.92187,                0.78469,                0.62417,                0.44979,                0.99624,              0.0044313,              0.0044313,              0.0044313
                    227,                0.27568,                0.21283,                0.82034,                0.89974,                0.85061,                0.92615,                0.77954,                0.62705,                0.43177,                0.99215,              0.0044065,              0.0044065,              0.0044065
                    228,                0.27453,                0.20856,                0.81327,                0.89754,                0.85545,                0.91834,                 0.7739,                0.63285,                0.43324,                 1.0015,              0.0043818,              0.0043818,              0.0043818
                    229,                0.27705,                0.20883,                 0.8123,                0.89515,                0.85782,                0.91275,                0.76845,                 0.6404,                0.43112,                 1.0157,               0.004357,               0.004357,               0.004357
                    230,                0.26704,                0.20619,                0.81397,                0.90471,                0.83649,                0.91158,                0.76768,                 0.6352,                0.43763,                 1.0185,              0.0043323,              0.0043323,              0.0043323
                    231,                0.27017,                0.20566,                0.81273,                0.89539,                0.85308,                0.91228,                0.76799,                0.63255,                0.43605,                 1.0092,              0.0043075,              0.0043075,              0.0043075
                    232,                 0.2749,                0.20805,                0.80704,                0.89013,                0.86967,                  0.917,                0.77786,                 0.6289,                0.43119,                0.99806,              0.0042828,              0.0042828,              0.0042828
                    233,                0.27507,                0.21026,                0.81037,                0.89174,                0.88389,                0.91808,                0.77638,                0.63169,                0.42996,                0.99375,               0.004258,               0.004258,               0.004258
                    234,                0.27503,                0.21038,                0.81629,                0.89341,                0.87391,                0.91935,                0.78009,                0.63241,                0.44122,                0.99951,              0.0042333,              0.0042333,              0.0042333
                    235,                0.27926,                0.21115,                0.81553,                0.87394,                0.88389,                0.92546,                0.77942,                0.62978,                0.43893,                0.99771,              0.0042085,              0.0042085,              0.0042085
                    236,                0.26609,                0.20132,                0.80996,                0.90298,                0.88218,                0.92832,                0.78343,                0.62248,                0.42789,                0.99635,              0.0041837,              0.0041837,              0.0041837
                    237,                0.26934,                0.20457,                0.81624,                0.86331,                0.86967,                0.91763,                  0.773,                0.62595,                0.43323,                 1.0007,               0.004159,               0.004159,               0.004159
                    238,                0.26631,                0.20196,                0.81138,                0.88409,                0.88562,                0.92432,                0.78262,                0.62998,                0.42738,                  1.005,              0.0041342,              0.0041342,              0.0041342
                    239,                0.26332,                0.19905,                0.81276,                0.89182,                0.87906,                0.92166,                0.78041,                0.62778,                0.41702,                 1.0021,              0.0041095,              0.0041095,              0.0041095
                    240,                0.27311,                0.20798,                0.81578,                0.88434,                0.88781,                0.92436,                0.78143,                 0.6303,                0.42474,                  1.005,              0.0040847,              0.0040847,              0.0040847
                    241,                0.26042,                0.20215,                0.81861,                0.87894,                0.87745,                0.92079,                0.77627,                0.63869,                0.43085,                  1.005,                0.00406,                0.00406,                0.00406
                    242,                0.26383,                0.20244,                0.81436,                0.88405,                0.86722,                0.91636,                0.77365,                0.63439,                0.44666,                 1.0073,              0.0040352,              0.0040352,              0.0040352
                    243,                0.26576,                0.20515,                0.81091,                0.87465,                0.87634,                0.92447,                0.78647,                0.61653,                0.43969,                0.99762,              0.0040105,              0.0040105,              0.0040105
                    244,                 0.2709,                0.20626,                0.81042,                0.88889,                0.85545,                0.91958,                0.78251,                0.63349,                0.43982,                 1.0118,              0.0039857,              0.0039857,              0.0039857
                    245,                0.25695,                0.19923,                0.81265,                0.90828,                0.84834,                0.92327,                0.78413,                0.62868,                0.43317,                 1.0186,               0.003961,               0.003961,               0.003961
                    246,                0.26025,                0.19845,                0.81659,                0.90345,                0.84265,                0.91177,                0.77638,                 0.6208,                0.44767,                 1.0074,              0.0039362,              0.0039362,              0.0039362
                    247,                0.27225,                0.21136,                0.81795,                0.91211,                0.86072,                0.92579,                 0.7834,                0.62123,                0.42632,                 0.9983,              0.0039115,              0.0039115,              0.0039115
                    248,                0.26684,                0.20121,                0.81422,                0.89338,                0.88152,                0.92488,                0.78359,                0.62978,                0.43622,                 1.0043,              0.0038867,              0.0038867,              0.0038867
                    249,                0.26712,                0.20313,                0.81371,                0.86927,                0.86666,                0.91917,                0.77424,                0.64262,                0.46819,                  1.018,               0.003862,               0.003862,               0.003862
                    250,                0.25836,                0.19725,                0.81259,                0.87551,                0.87441,                0.92089,                0.77239,                0.64462,                0.46277,                 1.0137,              0.0038372,              0.0038372,              0.0038372
                    251,                0.25293,                0.19479,                 0.8129,                 0.8663,                0.87915,                0.91685,                 0.7724,                0.63431,                0.44284,                 1.0046,              0.0038125,              0.0038125,              0.0038125
                    252,                0.25574,                0.19769,                0.81144,                0.86483,                0.86421,                0.91685,                0.77977,                0.62132,                0.43962,                 1.0009,              0.0037878,              0.0037878,              0.0037878
                    253,                0.26837,                0.20541,                0.81761,                 0.8722,                0.85712,                0.91514,                0.77958,                 0.6255,                0.44982,                 1.0094,               0.003763,               0.003763,               0.003763
                    254,                0.25932,                0.19814,                 0.8157,                0.84174,                0.87678,                0.90614,                0.77299,                0.62822,                 0.4632,                 1.0133,              0.0037383,              0.0037383,              0.0037383
                    255,                0.26832,                0.20354,                0.81684,                 0.8361,                0.88389,                0.90944,                0.77802,                0.62893,                0.47116,                  1.014,              0.0037135,              0.0037135,              0.0037135
                    256,                0.25928,                0.19433,                0.81045,                 0.8696,                0.85071,                0.90469,                0.77576,                0.62264,                 0.4687,                 1.0105,              0.0036888,              0.0036888,              0.0036888
                    257,                0.26446,                0.19966,                0.81374,                0.87549,                0.86019,                0.91894,                0.78079,                0.61893,                0.43692,                 1.0067,               0.003664,               0.003664,               0.003664
                    258,                0.25742,                0.19908,                0.81189,                0.87925,                0.86274,                0.91932,                0.78348,                0.62023,                0.42941,                  1.009,              0.0036393,              0.0036393,              0.0036393
                    259,                0.25109,                0.19678,                0.81175,                0.89746,                0.85545,                 0.9224,                0.78467,                0.62247,                0.43635,                  1.008,              0.0036145,              0.0036145,              0.0036145
                    260,                0.24857,                0.19067,                0.80836,                0.89478,                0.86653,                0.92577,                 0.7859,                0.61416,                0.42973,                 1.0053,              0.0035898,              0.0035898,              0.0035898
                    261,                0.24753,                0.19059,                0.80815,                0.87611,                0.87678,                0.92428,                0.78503,                0.61426,                0.42808,                 1.0094,               0.003565,               0.003565,               0.003565
                    262,                0.25516,                0.19107,                0.81209,                0.90573,                0.86521,                0.92597,                0.78372,                0.61009,                0.42083,                 1.0043,              0.0035403,              0.0035403,              0.0035403
                    263,                0.25106,                0.19404,                0.81184,                0.87777,                0.87204,                0.91704,                0.78188,                0.60988,                0.42863,                 1.0046,              0.0035155,              0.0035155,              0.0035155
                    264,                0.25204,                0.19574,                0.81602,                0.87963,                0.85545,                0.91468,                0.77907,                0.61899,                0.41438,                 1.0014,              0.0034908,              0.0034908,              0.0034908
                    265,                0.24358,                0.18527,                0.81397,                0.87806,                0.87025,                0.92216,                0.78582,                0.61771,                0.42735,                  1.003,               0.003466,               0.003466,               0.003466
                    266,                0.24811,                0.18957,                 0.8075,                0.88394,                0.86633,                0.92455,                0.79759,                0.62174,                0.44509,                 1.0026,              0.0034413,              0.0034413,              0.0034413
                    267,                 0.2522,                0.19106,                0.80645,                0.84565,                 0.8958,                0.92185,                0.79328,                 0.6225,                0.44677,                 1.0027,              0.0034165,              0.0034165,              0.0034165
                    268,                0.24635,                0.19257,                0.81502,                0.86522,                0.88232,                0.92709,                0.78716,                0.63127,                0.46724,                 1.0123,              0.0033918,              0.0033918,              0.0033918
                    269,                0.24007,                0.18385,                0.81079,                0.88284,                0.87493,                0.92586,                0.78036,                 0.6367,                0.46879,                 1.0208,               0.003367,               0.003367,               0.003367
                    270,                0.25241,                0.19133,                0.80768,                0.87546,                0.86622,                0.91815,                0.77341,                0.63822,                0.45633,                 1.0127,              0.0033423,              0.0033423,              0.0033423
                    271,                0.24404,                0.19024,                0.80784,                0.86696,                0.86478,                0.91309,                 0.7716,                0.62837,                0.47499,                 1.0091,              0.0033175,              0.0033175,              0.0033175
                    272,                0.24791,                0.19264,                0.81031,                0.85853,                0.87723,                0.91438,                0.77687,                0.62601,                0.43601,                 1.0126,              0.0032928,              0.0032928,              0.0032928
                    273,                0.25208,                0.19229,                0.80673,                0.88001,                0.86894,                0.91685,                0.77616,                0.63394,                0.45603,                 1.0205,               0.003268,               0.003268,               0.003268
                    274,                0.24446,                0.19094,                 0.8113,                0.85861,                0.87441,                 0.9163,                0.77662,                0.64304,                0.44848,                 1.0306,              0.0032433,              0.0032433,              0.0032433
                    275,                0.24296,                0.18428,                0.80889,                0.86708,                0.87204,                0.92076,                0.78023,                0.64097,                0.45317,                 1.0328,              0.0032185,              0.0032185,              0.0032185
                    276,                0.24594,                 0.1868,                0.81138,                0.85276,                0.87836,                0.91709,                0.77977,                0.63759,                0.46293,                 1.0221,              0.0031938,              0.0031938,              0.0031938
                    277,                0.25605,                 0.1934,                0.80946,                0.88118,                0.86493,                 0.9187,                0.77765,                0.63971,                0.46035,                 1.0222,               0.003169,               0.003169,               0.003169
                    278,                0.24458,                0.18276,                0.80893,                0.90378,                0.82355,                0.91603,                0.77977,                0.63786,                0.47665,                   1.02,              0.0031443,              0.0031443,              0.0031443
                    279,                0.23531,                0.18064,                0.80744,                 0.8818,                0.85308,                0.91536,                0.78195,                0.63304,                0.47449,                 1.0135,              0.0031195,              0.0031195,              0.0031195
                    280,                0.24717,                 0.1889,                0.81263,                0.88665,                0.85268,                0.91583,                0.77606,                 0.6401,                0.48572,                 1.0172,              0.0030948,              0.0030948,              0.0030948
                    281,                0.24943,                0.19177,                0.80749,                0.86825,                0.87454,                0.91588,                0.77507,                0.65024,                0.46582,                 1.0283,                0.00307,                0.00307,                0.00307
                    282,                0.24407,                 0.1903,                0.81029,                0.87519,                 0.8673,                0.91055,                0.77536,                0.64097,                 0.4524,                 1.0223,              0.0030452,              0.0030452,              0.0030452
                    283,                0.23868,                0.18105,                0.80549,                 0.8644,                0.87678,                0.91103,                0.77586,                 0.6412,                0.44536,                 1.0268,              0.0030205,              0.0030205,              0.0030205
                    284,                0.24285,                0.18447,                0.81216,                 0.8792,                0.87955,                0.91906,                0.78633,                 0.6353,                0.44275,                  1.024,              0.0029957,              0.0029957,              0.0029957
                    285,                0.23843,                0.18566,                0.80615,                0.88886,                0.87182,                0.91819,                0.78597,                0.63167,                0.43005,                 1.0235,               0.002971,               0.002971,               0.002971
                    286,                0.23662,                 0.1851,                0.80465,                0.87514,                  0.891,                0.92288,                0.79214,                0.62408,                0.43402,                 1.0144,              0.0029462,              0.0029462,              0.0029462
                    287,                0.23522,                0.18396,                0.80716,                0.87577,                0.88541,                0.91965,                0.78302,                 0.6319,                0.44392,                 1.0165,              0.0029215,              0.0029215,              0.0029215
                    288,                0.24063,                0.18642,                0.80505,                0.89652,                0.86256,                0.91636,                 0.7773,                0.63184,                0.45072,                 1.0135,              0.0028967,              0.0028967,              0.0028967
                    289,                0.23941,                0.18087,                0.80398,                0.89524,                0.85782,                0.91514,                0.77427,                0.63348,                0.44021,                 1.0111,               0.002872,               0.002872,               0.002872
                    290,                0.23658,                0.18093,                0.80415,                0.87403,                0.86019,                0.91371,                0.76891,                0.63507,                0.44394,                 1.0201,              0.0028472,              0.0028472,              0.0028472
                    291,                 0.2421,                0.18352,                0.80418,                0.87482,                0.86493,                0.90913,                0.76874,                0.63674,                0.44876,                 1.0147,              0.0028225,              0.0028225,              0.0028225
                    292,                0.23536,                0.17976,                0.80469,                0.86564,                0.86493,                0.90983,                0.76766,                0.64952,                0.46825,                 1.0213,              0.0027977,              0.0027977,              0.0027977
                    293,                0.23475,                0.18342,                0.80686,                0.88613,                 0.8673,                0.91492,                0.76817,                0.64123,                0.44599,                 1.0277,               0.002773,               0.002773,               0.002773
                    294,                0.23166,                0.17811,                0.80408,                 0.8714,                0.88311,                0.91896,                0.77873,                0.62826,                0.43335,                 1.0194,              0.0027482,              0.0027482,              0.0027482
                    295,                0.23301,                0.17855,                0.80518,                0.86467,                0.86301,                0.91287,                0.77911,                0.62874,                0.42632,                 1.0198,              0.0027235,              0.0027235,              0.0027235
                    296,                0.24038,                 0.1853,                0.80448,                 0.8824,                0.84834,                0.91114,                0.77877,                0.62871,                0.44159,                 1.0181,              0.0026987,              0.0026987,              0.0026987
                    297,                0.22506,                0.17509,                0.80753,                0.89728,                0.84871,                0.91169,                0.76558,                0.63883,                0.43884,                 1.0157,               0.002674,               0.002674,               0.002674
                    298,                  0.244,                0.18431,                0.81146,                0.89134,                 0.8673,                0.91768,                0.76992,                 0.6355,                0.45724,                 1.0106,              0.0026492,              0.0026492,              0.0026492
                    299,                 0.2303,                0.17739,                0.80371,                0.90154,                0.86256,                0.91945,                0.76915,                0.63173,                0.46094,                 1.0057,              0.0026245,              0.0026245,              0.0026245
                    300,                0.23309,                0.17841,                0.80291,                0.90995,                 0.8436,                 0.9168,                0.77449,                0.62635,                0.46708,                 1.0054,              0.0025997,              0.0025997,              0.0025997
                    301,                0.22512,                0.17593,                0.80569,                0.89232,                  0.864,                0.91653,                0.77708,                0.62842,                0.45208,                 1.0112,               0.002575,               0.002575,               0.002575
                    302,                 0.2328,                0.17902,                0.80363,                0.88818,                0.86582,                0.91785,                0.77968,                0.61949,                0.45751,                 1.0124,              0.0025503,              0.0025503,              0.0025503
                    303,                 0.2275,                 0.1744,                0.80935,                0.90735,                0.85308,                0.92213,                 0.7829,                 0.6194,                0.44055,                 1.0129,              0.0025255,              0.0025255,              0.0025255
                    304,                0.23005,                0.17502,                 0.8075,                0.87918,                0.87938,                0.91811,                0.78209,                0.61692,                0.43337,                 1.0104,              0.0025008,              0.0025008,              0.0025008
                    305,                0.22976,                0.17305,                 0.8028,                0.88718,                0.87584,                0.91765,                0.78292,                0.61097,                0.44044,                 1.0042,               0.002476,               0.002476,               0.002476
                    306,                 0.2324,                0.17873,                0.80203,                 0.8748,                0.88863,                0.91897,                0.78116,                0.61559,                0.43512,                 1.0053,              0.0024513,              0.0024513,              0.0024513
                    307,                 0.2229,                0.17189,                0.80213,                0.86724,                0.89336,                0.91593,                0.78304,                0.61412,                0.44435,                 1.0024,              0.0024265,              0.0024265,              0.0024265
                    308,                0.22994,                0.17634,                0.80593,                0.86173,                0.90089,                0.91631,                0.78517,                0.61457,                0.43675,                 1.0021,              0.0024018,              0.0024018,              0.0024018
                    309,                0.22495,                0.17309,                0.80515,                0.87658,                0.89197,                0.91792,                0.77666,                0.61123,                0.43463,                 1.0037,               0.002377,               0.002377,               0.002377
                    310,                0.22066,                0.16884,                0.80238,                0.86325,                0.90521,                0.91986,                0.78031,                0.61347,                0.42667,                 1.0093,              0.0023523,              0.0023523,              0.0023523
                    311,                0.22449,                  0.173,                0.80183,                0.87879,                0.90521,                0.92116,                0.78188,                0.61632,                0.43026,                 1.0127,              0.0023275,              0.0023275,              0.0023275
                    312,                0.22354,                 0.1732,                0.80683,                0.86147,                0.88389,                0.91733,                0.77861,                0.61632,                0.44833,                 1.0133,              0.0023028,              0.0023028,              0.0023028
                    313,                0.22111,                0.17023,                 0.8066,                0.85871,                  0.891,                0.91802,                0.78043,                0.62423,                0.46102,                 1.0175,               0.002278,               0.002278,               0.002278
                    314,                0.22496,                0.17058,                0.80487,                0.86239,                0.88152,                0.91624,                0.77607,                0.62133,                 0.4767,                 1.0155,              0.0022533,              0.0022533,              0.0022533
                    315,                0.21857,                0.16874,                0.80427,                0.87514,                0.87204,                0.91924,                0.78109,                0.61343,                0.46072,                 1.0124,              0.0022285,              0.0022285,              0.0022285
                    316,                0.22231,                0.16881,                0.80625,                0.85839,                0.87204,                0.91482,                0.78485,                0.61272,                0.45852,                 1.0129,              0.0022038,              0.0022038,              0.0022038
                    317,                0.21414,                 0.1659,                0.79984,                0.85782,                0.87215,                0.91802,                0.78764,                0.60908,                0.45653,                 1.0152,               0.002179,               0.002179,               0.002179
                    318,                0.22736,                 0.1759,                 0.8017,                0.87142,                0.88389,                0.92098,                0.78761,                0.61307,                0.45625,                 1.0109,              0.0021543,              0.0021543,              0.0021543
